,Location ,Lat,Lon
577,Aguanga CA,33.442702000000004,-116.86512240000002
578,Beverly MA,42.5584283,-70.880049
579,Old Saybrook CT,41.2960159,-72.38453009999998
580,Pinion Hills CA,34.433237,-117.64679170000001
581,Cato Township MI,43.443107,-85.2515482
582,Lisle IL,41.801140999999994,-88.0747875
583,Lakes Charles LA,30.226594899999995,-93.21737579999999
584,Taylors SC,34.9203946,-82.2962268
585,West Odessa TX,31.842347200000003,-102.498757
586,Lawton OK,34.6035669,-98.3959291
587,Brookhaven MS,31.5790588,-90.4406506
588,Cartersville GA,34.1650972,-84.7999382
589,Naples FL,26.142035800000002,-81.7948103
590,Indio CA,33.7205771,-116.2155619
591,Seaside CA,36.614921700000004,-121.822098
592,Monroeville AL,31.527939899999996,-87.32470769999998
593,Parma OH,41.404774200000006,-81.72290859999998
594,Kirkland WA,47.6768927,-122.20598329999999
595,Valinda CA,34.045288299999996,-117.9436749
596,Barrow County GA,34.0142667,-83.6986568
597,Columbus MS,33.4956744,-88.4272627
598,Modesto CA,37.63909719999999,-120.99687820000001
599,York PA,39.9625984,-76.727745
600,Palm Beach Gardens FL,26.8233946,-80.13865469999998
601,Truth or Consequences NM,33.128404700000004,-107.25280690000001
602,Mandeville LA,30.35825059999999,-90.06563109999998
603,Cedar Rapids IA,41.9778795,-91.66562320000001
604,Calexico CA,32.6789476,-115.4988834
605,West Goshen CA,36.3510616,-119.42012040000002
606,Kentwood MI,42.8694731,-85.64474919999998
607,Carmichael CA,38.617127,-121.32828429999999
608,Pine Top KY,37.27260020000001,-82.88238259999999
609,New Paltz NY,41.7475933,-74.0868095
610,Highgrove CA,34.0158479,-117.33337720000002
611,Cape Coral FL,26.5628537,-81.94953309999998
612,Cathedral City CA,33.780538799999995,-116.46680359999999
613,Zanesville OH,39.9403453,-82.01319240000001
614,Paddock Lake WI,42.577518700000006,-88.1050853
615,Kenai Peninsula AK,60.085848600000006,-151.382264
616,Talking Rock GA,34.5092562,-84.50492790000001
617,Frederick MD,39.41426879999999,-77.41054090000002
618,Tampa FL,27.950575,-82.4571776
619,Savannah GA,32.0808989,-81.09120300000001
620,Point Loma CA,32.70003,-117.2466838
621,Smithville MS,34.0701074,-88.391154
622,Salem OR,44.9428975,-123.03509629999999
623,Hohenwald TN,35.5478513,-87.5519628
624,Old Town FL,29.601657,-82.9819282
625,Burkesville KY,36.7903399,-85.3705186
626,Mesquite TX,32.76679550000001,-96.5991593
627,Norwood OK,35.9325964,-95.1413479
628,Colorado Springs CO,38.8338816,-104.82136340000001
629,Opelika AL,32.6454116,-85.3782795
630,Hutchinson MN,44.89254830000001,-94.3692926
631,Eureka CA,40.80207120000001,-124.16367290000001
632,Council ID,44.7298876,-116.43819850000001
633,Marksville LA,31.1279652,-92.06623559999998
634,Merced CA,37.3021632,-120.48296770000002
635,Pacific Beach CA,32.8024577,-117.23558510000001
636,Hominy OK,36.4142357,-96.3952963
637,Lakeshire MO,38.538664000000004,-90.3351164
638,Goose Creek SC,32.9810059,-80.03258670000002
639,Wadesboro NC,34.9682097,-80.0767266
640,North Laredo TX,27.530567100000003,-99.4803241
641,Braxton County WV,38.7023371,-80.7214417
642,Chico CA,39.728494399999995,-121.8374777
643,Brighton CO,39.9852617,-104.82052829999999
644,Dillon MT,45.21663239999999,-112.6389244
645,Aiken SC,33.56041679999999,-81.71955329999999
646,Gibson County TN,35.996973499999996,-88.86469799999998
647,Jurupa Valley CA,33.9971974,-117.48548020000001
648,Eden GA,32.173813,-81.39066779999999
649,Spring Lake NC,35.1679395,-78.97280560000002
650,Germantown PA,40.028521000000005,-75.1749671
651,Minneapolis MN,44.977753,-93.2650108
652,Leon County TX,31.2152685,-95.98325770000001
653,Whitfield County GA,34.8033566,-84.98175400000001
654,Cayce SC,33.96570910000001,-81.0739827
655,Arlington GA,31.439897600000002,-84.7249188
656,Little Egg Harbor NJ,39.610849200000004,-74.35726460000002
657,Opa-Locka FL,25.9023168,-80.25032709999998
658,Berrien County MI,42.032074200000004,-86.7416374
659,Manatee FL,27.4799195,-82.34518899999998
660,Paulding County GA,33.9142037,-84.8984775
661,Colbert OK,33.853156799999994,-96.5024916
662,Reno NV,39.529632899999996,-119.8138027
663,Corpus Christi TX,27.800582799999997,-97.396381
664,Columbia Heights MN,45.0481968,-93.2474098
665,Ozark MO,37.020886499999996,-93.20601629999999
666,Lampe MO,36.5636755,-93.4379639
667,Seagoville TX,32.6395776,-96.5383228
668,Celina OH,40.548935799999995,-84.5702338
669,Maysville MO,39.8891658,-94.3618967
670,Wink TX,31.7512396,-103.15988759999999
671,Bangor ME,44.801612799999994,-68.7712257
672,Norwalk CA,33.9022367,-118.08173300000001
673,Deming NM,32.2686981,-107.7586404
674,Big Springs NE,41.0630102,-102.0740255
675,Mount Washington PA,40.4276685,-80.01157010000001
676,Irving TX,32.814017699999994,-96.9488945
677,Neenah WI,44.1858193,-88.462609
678,Richmond Heights OH,41.55282879999999,-81.5101208
679,Laramie WY,41.311366899999996,-105.5911007
680,Yonkers NY,40.9312099,-73.89874689999998
681,Leitchfield KY,37.4800544,-86.2938637
682,Pryor OK,36.3084275,-95.3169136
683,Marina CA,36.68440289999999,-121.802173
684,Lynwood CA,33.930293,-118.21146029999998
685,Healdton OK,34.2331475,-97.4878023
686,East Stroudsburg PA,40.9995386,-75.1812913
687,Denton TX,33.2148412,-97.1330683
688,Thurston County WA,46.864574700000006,-122.76959860000001
689,Mountain View CO,39.7744311,-105.0555389
690,Middle River MD,39.3342744,-76.4394056
691,Humboldt TN,35.8197917,-88.9158953
692,Gilroy CA,37.0057816,-121.5682751
693,Mount Hope WV,37.8953906,-81.16426820000001
694,Dallas NC,35.31652570000001,-81.17618949999998
695,Camarillo CA,34.216393700000005,-119.0376023
696,Kent OH,41.1536674,-81.3578859
697,Northwood OH,41.60727199999999,-83.46882040000001
698,Knoxville TN,35.96063839999999,-83.9207392
699,Taos NM,36.4072485,-105.57306650000001
700,Concord VA,37.3426444,-78.9750189
701,Palmdale CA,34.5794343,-118.11646129999998
702,Douglasville GA,33.7514966,-84.7477136
703,Breaux Bridge LA,30.273532300000003,-91.89928370000001
704,Canaan Township PA,41.5605542,-75.35287790000002
705,Smartsville CA,39.2077473,-121.2988335
706,Ludlow KY,39.0925597,-84.5474435
707,Burlington VT,44.475882500000004,-73.21207199999998
708,Brooksville FL,28.555271899999997,-82.38787090000001
709,Dearborn MI,42.3222599,-83.17631449999998
710,Winnsboro LA,32.163207899999996,-91.720681
711,Pride LA,34.032274799999996,-118.48178519999999
712,Lansing MI,42.732535,-84.55553470000001
713,Porterville CA,36.06523,-119.0167679
714,Palo Alto CA,37.441883399999995,-122.14301950000001
715,Homedale ID,43.617658399999996,-116.93375990000001
716,Lucedale MS,30.9251869,-88.5900235
717,Franklin LA,29.796039899999997,-91.5015002
718,Suffolk VA,36.7282054,-76.5835621
719,Santa Nella CA,37.0977209,-121.016866
720,Rosemead CA,34.0805651,-118.072846
721,Rawlins WY,41.7910697,-107.2386627
722,Livingston MT,45.661410499999995,-110.55995559999998
723,Maryneal TX,32.2354051,-100.4503797
724,Sioux Falls SD,43.5445959,-96.7311034
725,Ragley LA,30.51269899999999,-93.2323813
726,Oklahoma City OK,35.4675602,-97.5164276
727,Olympia WA,47.0378741,-122.9006951
728,Johnson City TN,36.3134397,-82.35347270000001
729,Charlotte NC,35.2270869,-80.8431267
730,Redding CA,40.5865396,-122.3916754
731,Ceres CA,37.5949316,-120.9577098
732,Upper Darby PA,39.957902000000004,-75.3076883
733,Zion IL,42.4461322,-87.83285049999998
734,Carrizozo NM,33.6417408,-105.87721200000001
735,Daviess County KY,37.7307984,-87.10237459999998
736,Geneva WI,42.638604799999996,-88.4597673
737,Acworth GA,34.0659329,-84.67687959999999
738,Kelso WA,46.146778999999995,-122.9084445
739,Rising Sun MD,39.6978871,-76.06272659999998
740,San Fernando CA,34.2819461,-118.4389719
741,Cincinnati OH,39.103118200000004,-84.5120196
742,Denver CO,39.739235799999996,-104.990251
743,Penn Township PA,39.800175700000004,-76.958545
744,Spenard AK,61.17672719999999,-149.9282138
745,Norfolk VA,36.8507689,-76.28587259999998
746,Sevierville TN,35.868145500000004,-83.56183500000002
747,Cle Elum WA,47.1953976,-120.93924890000001
748,Hurst IL,37.8331059,-89.1428573
749,Santa Clarita CA,34.3916641,-118.54258600000001
750,Elkins WV,38.92593970000001,-79.8467349
751,Southfield MI,42.473368799999996,-83.2218731
752,Hollywood Hills CA,34.1176605,-118.3520389
753,San Antonio TX,29.4241219,-98.4936282
754,Beaverton OR,45.4887993,-122.80133319999999
755,El Cajon CA,32.7947731,-116.96252690000001
756,Petroleum WV,39.19091050000001,-81.26844849999998
757,Belle Glade FL,26.6845104,-80.6675577
758,St. Louis MO,38.6270025,-90.1994042
759,North Hills CA,34.235822,-118.4849365
760,Rainbow City AL,33.9548201,-86.04191689999998
761,Salt Lake City UT,40.760779299999996,-111.89104740000002
762,Mesa AZ,33.4151843,-111.83147240000001
763,Tucson AZ,32.2226066,-110.9747108
764,Orlando FL,28.5383355,-81.3792365
765,Medford OR,42.3265152,-122.8755949
766,Phoenix AZ,33.4483771,-112.07403729999999
767,Union City CA,37.59339179999999,-122.0438298
768,Dallas TX,32.7766642,-96.7969879
769,Statesville NC,35.78263629999999,-80.8872959
770,Valdosta GA,30.8327022,-83.2784851
771,Port Barre LA,30.560195299999997,-91.9540054
772,Meridianville AL,34.8514782,-86.57221539999998
773,Kerrville TX,30.0474332,-99.1403189
774,Eufaula OK,35.2873206,-95.58248460000002
775,Clanton AL,32.8387371,-86.6294262
776,Reno NV,39.529632899999996,-119.8138027
777,Burns OR,43.5862606,-119.05410320000001
778,Mountain Pine AR,34.5720347,-93.1732401
779,Memphis TN,35.1495343,-90.0489801
780,Santa Fe NM,35.686975200000006,-105.937799
781,Latta SC,34.337104700000005,-79.4311616
782,Lenoir City TN,35.7972998,-84.25602990000002
783,Dearborn MI,42.3222599,-83.17631449999998
784,Mansfield TX,32.5631924,-97.1416768
785,Cobb County GA,33.8999297,-84.56414699999998
786,Tacoma WA,47.252876799999996,-122.4442906
787,Omaha NE,41.2565369,-95.93450340000001
788,Clackamas County OR,45.2023855,-122.11889450000001
789,Lynn MA,42.46676300000001,-70.9494938
790,Irving TX,32.814017699999994,-96.9488945
791,Phenix City AL,32.4709761,-85.0007653
792,Chicago IL,41.8781136,-87.62979820000001
793,Fort Collins CO,40.5852602,-105.084423
794,Rossville GA,34.9831309,-85.2860676
795,Sugar Creek MO,39.1097268,-94.44467420000001
796,Bakersfield CA,35.3732921,-119.0187125
797,Wilkinsburg PA,40.4417355,-79.88199420000001
798,Immokalee FL,26.418524800000004,-81.4174057
799,Saginaw TX,32.860127500000004,-97.3639068
800,Newark CA,37.5296593,-122.0402399
801,Washington DC,38.9071923,-77.03687070000001
802,Albuquerque NM,35.0843859,-106.65042199999999
803,Rancho Cordova CA,38.5890723,-121.302728
804,Schulter OK,35.5145495,-95.9566635
805,Ocala FL,29.187198600000002,-82.14009229999998
806,Rosebud SD,43.2327824,-100.85347790000002
807,Kansas City MO,39.0997265,-94.5785667
808,Perry Township OH,40.7736624,-81.46085599999998
809,El Paso TX,31.7618778,-106.48502169999999
810,Hilo HI,19.724110600000003,-155.08681930000003
811,Milton FL,30.632414899999997,-87.03968809999998
812,Union Grove NC,36.02043079999999,-80.83224279999999
813,Seaside OR,45.9931636,-123.9226385
814,Los Angeles CA,34.0522342,-118.24368490000002
815,Columbus OH,39.9611755,-82.99879419999998
816,Austin AR,34.9984206,-91.9837552
817,Manchester NJ,39.971169599999996,-74.33928209999998
818,Chester PA,39.849557,-75.3557457
819,Austin TX,30.267153000000004,-97.7430608
820,New Orleans LA,29.95106579999999,-90.0715323
821,Anaheim CA,33.8365932,-117.91430120000001
822,Louisville KY,38.252664700000004,-85.7584557
823,Abingdon MD,39.4622357,-76.27722229999998
824,Barrow AK,71.29055559999998,-156.788611
825,Roseville MN,45.00607670000001,-93.15661070000002
826,Henderson County TX,32.1321367,-95.8142885
827,Maiden NC,35.575688899999996,-81.2117473
828,Lancaster CA,34.6867846,-118.1541632
829,Boston MA,42.360082500000004,-71.0588801
830,Fort Worth TX,32.7554883,-97.3307658
831,Syracuse NY,43.0481221,-76.14742439999998
832,Baton Rouge LA,30.451467699999995,-91.1871466
833,Urbandale IA,41.6266555,-93.7121656
834,Beckville TX,32.24293660000001,-94.4554782
835,Arvonia VA,37.683478,-78.3413918
836,Van Nuys CA,34.1898566,-118.451357
837,Bradenton FL,27.4989278,-82.5748194
838,Jal NM,32.1131814,-103.1935127
839,Yorba Linda CA,33.88850350000001,-117.8132571
840,Fairfield CT,41.1408363,-73.2612615
841,Republic MO,37.1200526,-93.4801942
842,Mena AR,34.586217100000006,-94.2396554
843,Commerce GA,34.203996999999994,-83.4571057
844,Santa Ana CA,33.7454725,-117.867653
845,Reno TX,33.6631622,-95.4624548
846,Ogden UT,41.223,-111.9738304
847,Elizabethton TN,36.3487196,-82.21068760000001
848,Lakewood WA,47.1717649,-122.51845800000001
849,Iuka MS,34.8117565,-88.19004149999998
850,Seattle WA,47.6062095,-122.33207079999998
851,Inglewood CA,33.9616801,-118.3531311
852,Houston AK,61.63027779999999,-149.81805559999998
853,Mission TX,26.2159066,-98.3252932
854,Fairborn OH,39.8208925,-84.01937889999998
855,Ripon CA,37.7394537,-121.13541409999998
856,Houston TX,29.7604267,-95.36980279999999
857,Blue Springs MO,39.0169509,-94.2816148
858,Bailey CO,39.4060536,-105.4786412
859,Cerritos CA,33.858348299999996,-118.0647871
860,East Troy WI,42.7852922,-88.40509600000001
861,Evans CO,40.3763701,-104.69218740000001
862,Montgomery AL,32.366805199999995,-86.2999689
863,Silver Springs NV,39.4154714,-119.22460729999999
864,Hesston KS,38.1383437,-97.4314267
865,Roanoke VA,37.270970399999996,-79.9414266
866,Rapid Valley SD,44.062487899999994,-103.14628990000001
867,Ashville AL,33.8370433,-86.2544223
868,Rapid City SD,44.0805434,-103.2310149
869,Raleigh NC,35.7795897,-78.6381787
870,Palm Bay FL,28.034462100000006,-80.5886646
871,Euless TX,32.8370727,-97.0819541
872,Gautier MS,30.385755,-88.6116854
873,Bel Air MD,39.5359406,-76.34829309999998
874,Johnstown PA,40.32674069999999,-78.9219698
875,Gilbert AZ,33.3528264,-111.789027
876,Sims AR,34.659264,-93.6910292
877,East Bernstadt KY,37.1895318,-84.1177098
878,Cheektowaga NY,42.9026136,-78.74457199999998
879,Beaumont TX,30.080174,-94.12655620000001
880,Azle TX,32.8951262,-97.5458565
881,Bismarck ND,46.808326799999996,-100.7837392
882,South Gate CA,33.954737,-118.21201609999999
883,Rochester NY,43.15657789999999,-77.6088465
884,San Jose CA,37.338208200000004,-121.88632859999998
885,Topeka KS,39.0473451,-95.6751576
886,Billings MT,45.783285600000006,-108.50069040000001
887,Carlsbad NM,32.4206736,-104.2288375
888,Tampa FL,27.950575,-82.4571776
889,Biloxi MS,30.396031800000003,-88.88530779999998
890,Long Beach CA,33.770050399999995,-118.1937395
891,Odessa TX,31.8456816,-102.3676431
892,Colorado City CO,37.945286100000004,-104.83526280000001
893,Rosalia KS,37.8152985,-96.6197416
894,Clinton IL,40.153647899999996,-88.9645253
895,Greensboro NC,36.072635399999996,-79.79197540000001
896,Glendale CA,34.1425078,-118.255075
897,Addison TX,32.96179,-96.8291685
898,Piedmont AL,33.9245454,-85.6113501
899,Vancouver WA,45.6355146,-122.55783000000001
900,Landover MD,38.93400020000001,-76.8966397
901,Russellville KY,36.8453199,-86.88721899999999
902,Evansville IN,37.9715592,-87.5710898
903,Florence CA,33.9744592,-118.2481287
904,Anson County NC,34.9054732,-80.1875065
905,Burnsville MN,44.7677424,-93.2777226
906,Byron CA,37.8671476,-121.63800690000001
907,Idaho Falls ID,43.49266069999999,-112.0407584
908,Covington LA,30.4754702,-90.1009108
909,White Plains KY,37.183655,-87.38360949999998
910,Hopewell VA,37.3043154,-77.28720009999998
911,Fort Littleton PA,40.062687200000006,-77.9636513
912,Fort Wayne IN,41.079273,-85.13935129999999
913,Gainesville FL,29.6516344,-82.32482619999998
914,Burlington VT,44.475882500000004,-73.21207199999998
915,Stamford CT,41.0534302,-73.53873409999999
916,South Greensburg PA,40.278402899999996,-79.54476190000001
917,Miami FL,25.7616798,-80.1917902
918,Fredericksburg VA,38.303183700000005,-77.46053990000001
919,Thornton CO,39.8680412,-104.9719243
920,Fresno CA,36.737798100000006,-119.78712469999999
921,Raleigh TN,35.2120652,-89.9089684
922,Braintree MA,42.20790170000001,-71.0040013
923,Pawtucket RI,41.878710999999996,-71.38255579999998
924,Redlands CA,34.055569299999995,-117.1825381
925,Pueblo CO,38.2544472,-104.60914090000001
926,Pueblo of Laguna NM,35.035653499999995,-107.3862229
927,Lowell MA,42.633424700000006,-71.31617179999998
928,Grundy VA,37.2778886,-82.0990223
929,Myrtle Beach SC,33.689060299999994,-78.8866943
930,Lee's Summit MO,38.9108408,-94.3821724
931,Winslow AZ,35.024187299999994,-110.6973571
932,Roswell NM,33.3942655,-104.52302420000001
933,Kinston NC,35.2626635,-77.5816353
934,Splendora TX,30.2329914,-95.1610438
935,Clearlake Park CA,38.966564,-122.65109609999999
936,Piedmont SC,34.702338899999994,-82.4645714
937,Aitkin MN,46.533012899999996,-93.7102493
938,Glendale AZ,33.538652299999995,-112.18598659999999
939,Jackson GA,33.2945651,-83.96602089999998
940,Las Vegas NV,36.169941200000004,-115.13982959999998
941,Baltimore MD,39.2903848,-76.6121893
942,Richmond VA,37.540724600000004,-77.4360481
943,Lockhart TX,29.8849441,-97.6699996
944,Indianapolis IN,39.768403,-86.158068
945,Raceland LA,29.7274331,-90.59897590000001
946,Macon County AL,32.3731182,-85.684578
947,Eau Claire WI,44.811349,-91.4984941
948,Minneapolis MN,44.977753,-93.2650108
949,West Springfield MA,42.1070383,-72.6203675
950,Oak Hill OH,38.8939645,-82.573495
951,Gallatin TN,36.3883809,-86.4466599
952,Sylmar CA,34.3058279,-118.45719740000001
953,San Francisco CA,37.7749295,-122.4194155
954,Sacramento CA,38.5815719,-121.49439960000001
955,Lake Hallie WI,44.8757937,-91.4407146
956,Kentwood MI,42.8694731,-85.64474919999998
957,New Brunswick NJ,40.4862157,-74.4518188
958,Philadelphia PA,39.9525839,-75.1652215
959,Modesto CA,37.63909719999999,-120.99687820000001
960,Rotterdam NY,42.78702089999999,-73.97095829999998
961,Benton IL,37.996716299999996,-88.92006850000001
962,Noma FL,30.9821261,-85.618544
963,Stockton CA,37.9577016,-121.29077959999998
964,Llano TX,30.75934519999999,-98.6750379
965,Sparta TN,35.925898499999995,-85.46414209999998
966,McPherson KS,38.3708415,-97.6642087
967,Lake Elsinore CA,33.668077200000006,-117.3272615
968,Cache OK,34.6295165,-98.6286741
969,Muncie IN,40.1933767,-85.3863599
970,Antioch IL,42.477241799999994,-88.0956396
971,Dayton OH,39.758947799999994,-84.1916069
972,Vineland NJ,39.4863773,-75.02596369999998
973,New York NY,40.7127753,-74.0059728
974,Troy NY,42.7284117,-73.69178509999998
975,Greenbelt MD,39.004554399999996,-76.87552819999998
976,Mableton GA,33.8187167,-84.5824329
977,Brooksville AL,34.162040399999995,-86.4755431
978,Homestead FL,25.468722399999997,-80.4775569
979,Perryville AR,35.0048102,-92.8026673
980,Everett MA,42.408429999999996,-71.0536625
981,Berne NY,42.6253546,-74.13346469999998
982,Fort Pierce FL,27.446705600000005,-80.3256056
983,Chandler AZ,33.3061605,-111.8412502
984,Antigo WI,45.140245,-89.15233529999998
985,Fayetteville AR,36.082156,-94.1718542
986,East Flat Rock NC,35.2801166,-82.42206309999999
987,Lakewood CO,39.7047095,-105.08137340000002
988,Chesapeake VA,36.7682088,-76.2874927
989,Kingsbury TX,29.6480061,-97.8280575
990,Milcreek UT,40.6868914,-111.87549070000001
991,Atlanta GA,33.7489954,-84.3879824
992,Westminster CO,39.836652799999996,-105.03720459999998
993,Boise ID,43.6150186,-116.2023137
994,Spokane WA,47.6587802,-117.42604650000001
995,Jackson MO,37.3822732,-89.6662063
996,Wausau WI,44.9591352,-89.6301221
997,Spanish Fork UT,40.114955,-111.654923
998,Florence AZ,33.0314508,-111.38734309999998
999,Alamo TN,35.784794899999994,-89.1172883
1000,Greenville SC,34.85261759999999,-82.3940104
1001,Visalia CA,36.330228399999996,-119.2920585
1002,Burien WA,47.46683839999999,-122.3405305
1003,Temecula CA,33.4936391,-117.14836480000001
1004,Buffalo MO,37.6439289,-93.0924093
1005,Gretna LA,29.9146493,-90.0539603
1006,Milwaukee WI,43.0389025,-87.9064736
1007,Weirton WV,40.41895660000001,-80.58951669999998
1008,Lake Stevens WA,48.01509799999999,-122.0637425
1009,St. Petersburg FL,27.767600800000004,-82.64029149999998
1010,Presque Isle ME,46.68115299999999,-68.01586139999999
1011,St. Paul MN,44.953702899999996,-93.0899578
1012,St. Martin MS,30.437975800000004,-88.8680853
1013,Hog Valley FL,29.494415000000004,-81.8953647
1014,Nacogdoches TX,31.603512899999995,-94.65548740000001
1015,Taunton MA,41.900101,-71.08976740000001
1016,Aurora CO,39.729431899999994,-104.8319195
1017,San Diego CA,32.715738,-117.1610838
1018,Greeley CO,40.42331420000001,-104.7091322
1019,Byng OK,34.8611959,-96.6655688
1020,Boyle Heights CA,34.0297895,-118.2117257
1021,Jacksonsville FL,30.3321838,-81.65565099999998
1022,Osteen FL,28.84610189999999,-81.16256120000001
1023,Stockbridge GA,33.5442781,-84.23380929999998
1024,Shawnee National Forest IL,37.4907739,-88.47729489999998
1025,Riverdale GA,33.5726113,-84.4132594
1026,Siskiyou County CA,41.7743261,-122.57701259999999
1027,Sullivan MO,38.2081045,-91.1604207
1028,Citrus Heights CA,38.7071247,-121.2810611
1029,Fisty KY,37.3352367,-83.1013964
1030,Chesterfield County SC,34.6830936,-80.14285840000001
1031,Oregon City OR,45.3363593,-122.6048473
1032,Flagstaff AZ,35.1982836,-111.651302
1033,Hallandale Beach FL,25.981202399999997,-80.14837899999998
1034,Oxford MA,42.116760600000006,-71.8647577
1035,Jacksonville FL,30.3321838,-81.65565099999998
1036,Boulder CO,40.0149856,-105.2705456
1037,Gresham OR,45.5098388,-122.4347334
1038,Harrisonville MO,38.6533445,-94.34883719999999
1039,Miami Gardens FL,25.942037699999997,-80.2456045
1040,Lansing IL,41.5647575,-87.53893099999998
1041,Washington Park IL,38.6350501,-90.09288520000001
1042,Solvang CA,34.5958201,-120.13764809999999
1043,Sneads FL,30.707691999999998,-84.92436629999999
1044,Socorro NM,34.0583995,-106.8914159
1045,Eastaboga AL,33.6070215,-86.0187907
1046,Deland FL,29.028318,-81.3031179
1047,Clinton NC,34.9979453,-78.32333249999998
1048,Stoneville NC,36.4665269,-79.90698470000001
1049,Tualatin OR,45.377931700000005,-122.7819595
1050,Bend OR,44.058172799999994,-121.31530959999999
1051,Newnan GA,33.3806716,-84.79965729999998
1052,Berea KY,37.568694,-84.2963223
1053,Wasilla AK,61.58138889999999,-149.4394444
1054,Parker AZ,34.1500162,-114.28911770000002
1055,Yreka CA,41.735418599999996,-122.6344709
1056,Eufaula AL,31.8912717,-85.1454876
1057,Cape Coral FL,26.5628537,-81.94953309999998
1058,Wagoner OK,35.9595442,-95.3694116
1059,Turlock CA,37.494656799999994,-120.84659409999999
1060,Norman VA,35.229940899999995,-97.4131235
1061,Birmingham AL,33.5206608,-86.80248999999998
1062,York PA,39.9625984,-76.727745
1063,Port Arthur TX,29.884950399999997,-93.939947
1064,Ishpeming Township MI,46.608622499999996,-87.68769329999998
1065,Somerton AZ,32.5964404,-114.709677
1066,Iredell County NC,35.8310501,-80.89865019999998
1067,Yakima WA,46.6020711,-120.5058987
1068,Tupelo MS,34.2576066,-88.7033859
1069,Maywood CA,33.9866807,-118.185349
1070,Eagle Mountain UT,40.31411689999999,-112.006882
1071,Hiseville KY,37.1008864,-85.8124723
1072,Schenectady NY,42.8142432,-73.93956870000001
1073,Mobile AL,30.6953657,-88.0398912
1074,Tiverton RI,41.6259211,-71.21342309999999
1075,Odessa MO,38.9991748,-93.9535558
1076,Amarillo TX,35.2219971,-101.8312969
1077,Chula Vista CA,32.6400541,-117.0841955
1078,Tulsa OK,36.1539816,-95.992775
1079,Pembine WI,45.6352391,-87.9909531
1080,Butte MT,46.0038232,-112.53477749999999
1081,Montpelier OH,41.5844951,-84.60550759999998
1082,Huntsville AL,34.730368799999994,-86.5861037
1083,Carmichael CA,38.617127,-121.32828429999999
1084,Fort Walton Beach FL,30.42007079999999,-86.6170308
1085,Hardeeville SC,32.2871413,-81.08066649999998
1086,Lake Havasu City AZ,34.483901,-114.32245479999999
1087,Peterborough NH,42.870604799999995,-71.95167459999998
1088,Casper WY,42.8500769,-106.32517490000001
1089,Lawndale NC,35.41401870000001,-81.56314739999998
1090,Colorado Springs CO,38.8338816,-104.82136340000001
1091,Wellington FL,26.6617635,-80.2683571
1092,Walls MS,34.9578727,-90.1517605
1093,Bellville TX,29.950225300000003,-96.2571858
1094,Wauwatosa WI,43.049457200000006,-88.0075875
1095,Belleville IL,38.520050399999995,-89.98399350000001
1096,Hanover NM,32.8134085,-108.09115349999999
1097,Paterson NJ,40.916765399999996,-74.17181099999998
1098,Farmington AR,36.04202479999999,-94.2471515
1099,Fulshear TX,29.69311189999999,-95.8998969
1100,Riverview FL,27.8661364,-82.32648089999998
1101,Pinellas Park FL,27.8428025,-82.6995443
1102,Gainesville GA,34.2978794,-83.8240663
1103,Buckeye AZ,33.370319699999996,-112.58377659999998
1104,Columbia Township MI,42.1142112,-84.29107590000001
1105,Thomaston CT,41.6743343,-73.0724037
1106,Lincoln NE,40.813615999999996,-96.7025955
1107,Dolton IL,41.638923600000005,-87.60726799999998
1108,Boone IA,42.059704700000005,-93.88022729999999
1109,Cochran GA,32.3868278,-83.35460979999998
1110,Laguna Pueblo NM,35.0367105,-107.3828231
1111,Frederica DE,39.009001700000006,-75.46575419999998
1112,Honolulu HI,21.3069444,-157.8583333
1113,Barbourville KY,36.866476500000005,-83.8888138
1114,Ouachita Parish LA,32.427185200000004,-92.2236667
1115,Fort Madison IA,40.629763399999995,-91.314535
1116,Madison WI,43.07305170000001,-89.4012302
1117,Park County CO,39.0897928,-105.5943388
1118,Douglas WY,42.7596897,-105.38220690000001
1119,Landrum SC,35.175114799999996,-82.1892795
1120,Cartersville GA,34.1650972,-84.7999382
1121,Jackson WI,43.3238919,-88.1667599
1122,Asheville NC,35.5950581,-82.5514869
1123,Bristol TN,36.5951059,-82.18874439999998
1124,New Iberia LA,30.0035365,-91.8187285
1125,Fullerton CA,33.8703645,-117.9242123
1126,North Charleston SC,32.8546197,-79.9748103
1127,Rosser TX,32.4626396,-96.4533193
1128,Salem OR,44.9428975,-123.03509629999999
1129,Yuma AZ,32.6926512,-114.62769159999999
1130,Falcon Heights MN,44.991632300000006,-93.166333
1131,Rush Springs OK,34.7825721,-97.95698449999999
1132,Bell CA,33.9775142,-118.1870156
1133,Clovis CA,36.8252277,-119.70291940000001
1134,Selma AL,32.4073589,-87.02110069999998
1135,Broken Bow OK,34.02927639999999,-94.73910450000001
1136,East St. Louis IL,38.624514000000005,-90.1506465
1137,Romulus MI,42.2222614,-83.39659940000001
1138,St. Joseph MI,42.09385770000001,-86.4895463
1139,Anchorage AK,61.2180556,-149.90027780000003
1140,Middletown NY,41.4459271,-74.42293409999998
1141,Peachland NC,34.993766,-80.2645069
1142,Lake Asbury FL,30.0491293,-81.8214871
1143,San Bernardino CA,34.1083449,-117.2897652
1144,Little Egg Harbor Township NJ,39.610849200000004,-74.35726460000002
1145,Sheboygan WI,43.750828399999996,-87.71453000000001
1146,Santa Maria CA,34.953033700000006,-120.43571909999999
