Location ,Lat,Lon
Tampa FL,27.950575,-82.4571776
Kingman AZ,35.189443,-114.0530065
Bolton VT,44.3726476,-72.87876250000001
Pittsburgh PA,40.44062479999999,-79.9958864
Grant OK,33.9430894,-95.5138162
Homestead FL,25.4687224,-80.4775569
Vallejo CA,38.1040864,-122.2566367
Fort Worth TX,32.7554883,-97.3307658
Merrillville IN,41.4828144,-87.33281389999999
Kokomo IN,40.486427,-86.13360329999999
Belton MO,38.8119527,-94.5318982
Mobile AL,30.6953657,-88.0398912
Mesa AZ,33.4151843,-111.8314724
Montezuma Creek UT,37.259367,-109.3010902
Henderson NC,36.3295905,-78.3991638
Cocoa Beach FL,28.3200067,-80.6075513
Sissonville WV,38.5281485,-81.6309601
Inwood WV,39.3578781,-78.0399994
Hernando FL,28.8999815,-82.37454009999999
Las Cruces NM,32.3199396,-106.7636538
Catoosa OK,36.188987,-95.74581700000002
Guadalupe County TX,29.6477307,-97.87216
Seattle WA,47.6062095,-122.3320708
Denton TX,33.2148412,-97.13306829999999
Fort Washington MD,38.7073379,-77.0230313
Montgomery AL,32.3668052,-86.2999689
Stutsman County ND,46.939184,-98.99091390000001
Phoenix AZ,33.4483771,-112.0740373
Stratford TX,36.3361402,-102.0721191
Church Hill TN,36.5223207,-82.7134921
Woodbridge VA,38.6581722,-77.2497049
Evansville IN,37.9715592,-87.5710898
Casper WY,42.8500769,-106.3251749
Crawford County OH,40.8268068,-82.99316069999999
Gilbert AZ,33.3528264,-111.789027
Wamego KS,39.2019412,-96.3049975
St. Louis MO,38.6270025,-90.19940419999999
Dallas TX,32.7766642,-96.79698789999999
Chester SC,34.7048613,-81.2142561
Coeur d'Alene ID,47.6734632,-116.7812225
Orlando FL,28.5383355,-81.3792365
Henrico VA,37.5059332,-77.3324425
Tucson AZ,32.2226066,-110.9747108
Bristol Township PA,40.1259492,-74.86825689999999
Glendale AZ,33.5386523,-112.1859866
Santa Ana CA,33.7454725,-117.867653
Scottsdale AZ,33.4941704,-111.9260519
Clarksville TX,33.6106648,-95.05272199999999
Pima County AZ,32.057499,-111.6660725
Johnson County MO,38.6744747,-93.8248241
Abington Township PA,40.1240795,-75.11951069999999
Sandpoint ID,48.276577,-116.553465
Carroll County GA,33.5642239,-85.0649071
Lakeland FL,28.0394654,-81.9498042
Barnwell AL,30.423983,-87.87857799999999
Kansas City MO,39.0997265,-94.5785667
Oil Springs KY,37.81009239999999,-82.9423879
Farmington NM,36.72805830000001,-108.2186856
North Manchester IN,41.0006005,-85.768597
Terre Haute IN,39.4667034,-87.41390919999999
San Francisco CA,37.7749295,-122.4194155
Shelbyville TX,31.7617683,-94.07892720000001
Clinton MO,38.3686324,-93.7782689
Long Beach CA,33.7700504,-118.1937395
Spotsylvania VA,38.204165,-77.6077865
Jurupa Valley CA,33.9971974,-117.4854802
Pottstown PA,40.2453741,-75.6496302
Pilot Station AK,61.9388889,-162.875
Tarpon Springs FL,28.1461248,-82.7567679
Hillsboro OR,45.5200114,-122.9365835
Fontana CA,34.0922335,-117.435048
Oakland CA,37.8043637,-122.2711137
Fort Sumner NM,34.4717332,-104.2455304
Midland TX,31.9973456,-102.0779146
Elgin IL,42.0354084,-88.2825668
Midland MI,43.6155825,-84.2472116
Blackman Township MI,42.2799168,-84.4592701
Lexington NC,35.8240265,-80.2533838
West Fargo ND,46.8769487,-96.89990569999999
Manhasset NY,40.7978787,-73.6995749
Tulare CA,36.2077288,-119.3473379
Sandy UT,40.5649781,-111.8389726
Keizer OR,44.9901194,-123.0262077
East Baton Rouge LA,30.5693593,-91.09693999999999
Parmelee SD,43.32305849999999,-101.0265364
Casa Grande AZ,32.9110027,-111.7733902
Clarksville TN,36.5297706,-87.3594528
Jonesborough TN,36.2942722,-82.4734787
Elk Plain WA,47.0531551,-122.39762
Burnsville NC,35.9173357,-82.300961
Valley View CA,33.2183701,-117.0341967
Lancaster TX,32.5920798,-96.7561082
Sacramento CA,38.5815719,-121.4943996
South El Monte CA,34.0519548,-118.0467339
Greenville SC,34.85261759999999,-82.3940104
Utica KY,37.6022699,-87.11305209999999
Lone Rock AR,36.1806251,-92.3446022
Scott County KY,38.3172361,-84.56414699999999
Timberlake NC,36.2843888,-78.9506354
Winter Haven FL,28.0222435,-81.7328567
Princeton NJ,40.3572976,-74.6672226
Owasso OK,36.2695388,-95.8547119
Mannford OK,36.1334101,-96.35445709999999
Amelia Island FL,30.6265697,-81.46085599999999
Littlefield TX,33.9173148,-102.3249022
Aurora IL,41.7605849,-88.32007150000001
Greenspoint TX,29.9384565,-95.40966329999999
Abilene TX,32.4487364,-99.73314390000002
Bogalusa LA,30.7910204,-89.8486858
Childress TX,34.4264529,-100.2040019
Largo FL,27.9094665,-82.7873244
Genesee Township MI,43.0935147,-83.6135572
Douglas AZ,31.3445471,-109.5453447
Nikolaevsk AK,59.8119444,-151.6105557
Anchorage AK,61.2180556,-149.9002778
Wise County VA,37.0240877,-82.605118
Sanford NC,35.4798757,-79.1802994
Midway FL,30.4954759,-84.4543513
Nampa ID,43.5788175,-116.55978
Stillwater OK,36.1156071,-97.0583681
Lower Macungie Township PA,40.540989,-75.5626039
Elizabethtown KY,37.7030646,-85.8649408
Sylacauga AL,33.1731716,-86.2516406
Swansea SC,33.7382088,-81.0978734
Surprise AZ,33.6292337,-112.3679279
Pasadena TX,29.6910625,-95.2091006
Charleston WV,38.3498195,-81.6326234
Winston-Salem NC,36.09985959999999,-80.244216
Atwater CA,37.3477174,-120.609084
Guthrie OK,35.878937,-97.42531849999999
Reno NV,39.5296329,-119.8138027
New Llano LA,31.11490929999999,-93.2715535
Goodbee LA,30.495804,-90.196732
Greenville NC,35.612661,-77.3663538
Jackson MI,42.245869,-84.40134619999999
Brownsville TX,25.9017472,-97.4974838
Huntsville AL,34.7303688,-86.5861037
Okmulgee OK,35.6266957,-95.9515399
Corpus Christi TX,27.8005828,-97.39638099999999
New York NY,40.7127753,-74.0059728
Molena GA,33.0120724,-84.5002013
Barstow CA,34.8957957,-117.0172826
Fremont CA,37.5482697,-121.9885719
Reynoldsville WV,39.2884222,-80.4348145
Greece NY,43.2097837,-77.6930602
Volant PA,41.1136707,-80.25895179999999
South Bend IN,41.6763545,-86.25198979999999
Marysville CA,39.1457253,-121.5913547
Searcy County AR,35.9721,-92.6983868
Portland OR,45.5122308,-122.6587185
Oroville CA,39.5137752,-121.556359
Cathedral City CA,33.7805388,-116.4668036
Danville VA,36.5859718,-79.39502279999999
West Valley City UT,40.6916132,-112.0010501
Troy MI,42.6064095,-83.1497751
Billings MT,45.7832856,-108.5006904
Reseda CA,34.2011141,-118.5360517
Baldwin Hills CA,34.006677,-118.3505779
Royal Oak MI,42.4894801,-83.1446485
Winn Parish LA,31.91961239999999,-92.6586401
Gardena CA,33.8883487,-118.3089624
Pembroke NY,42.9975593,-78.4347444
Sparta NC,36.5054071,-81.12091889999999
Lake Elmo MN,44.9957998,-92.8793768
Helena-West Helena AR,34.5291,-90.58999999999999
Washington PA,40.17396,-80.2461714
Trinidad CO,37.1694632,-104.5005407
Waco TX,31.549333,-97.1466695
Thornton CO,39.8680412,-104.9719243
Round Rock TX,30.5082551,-97.678896
Carrollton GA,33.5801103,-85.0766113
Lodge Grass MT,45.3144117,-107.3631461
Magna UT,40.7091121,-112.1016088
Austell GA,33.8126059,-84.6343783
Tishomingo OK,34.2362054,-96.67861309999999
Cumberland County KY,36.7776446,-85.35496499999999
Douglasville GA,33.7514966,-84.7477136
Greene County MO,37.3311215,-93.5003454
Fort Lauderdale FL,26.1224386,-80.13731740000001
Sugar House UT,40.7208539,-111.8563389
Pavilion Township MI,42.2057097,-85.45818589999999
Foresthill CA,39.0201768,-120.8179891
Mackinaw IL,40.5369829,-89.3575913
Boone IA,42.0597047,-93.8802273
Memphis TN,35.1495343,-90.0489801
West Olive MI,42.9214101,-86.1464352
Harmony TX,32.7543681,-95.10912069999999
Vernon TX,34.1545306,-99.2650804
Palermo CA,39.4354432,-121.5380243
Johns Creek GA,34.0289259,-84.198579
Northglenn CO,39.8961821,-104.9811468
Elk Grove CA,38.4087993,-121.3716178
Casselberry FL,28.677775,-81.3278455
Shreveport LA,32.5251516,-93.7501789
Redlands CA,34.0555693,-117.1825381
Franklin NC,35.1823171,-83.3815429
Moorland IA,42.44191670000001,-94.2960772
Quartzsite AZ,33.6639137,-114.2299486
Box Elder SD,44.1124877,-103.0682323
Liberty NC,35.8534705,-79.5716903
Kansas City KS,39.114053,-94.6274636
Columbus GA,32.4609764,-84.9877094
Orosi CA,36.5449499,-119.2873384
Sandia TX,28.0213648,-97.87986339999999
Oakfield ME,46.1007097,-68.15892079999999
Kettering OH,39.68950359999999,-84.1688274
Bexar County TX,29.4200763,-98.5721016
Aurora MO,36.970891,-93.717979
Fairview OH,40.0570139,-81.2328871
Prague OK,35.4867368,-96.68501739999999
East Point GA,33.6795531,-84.43937240000001
Floyd County GA,34.2828967,-85.2308414
Johnston SC,33.83208,-81.8009424
Appleton WI,44.2619309,-88.41538469999999
Yuma AZ,32.6926512,-114.6276916
Hackett AR,35.1903732,-94.4110494
Lancaster PA,40.0378755,-76.3055144
Glade Spring VA,36.791225,-81.7712324
Morristown TN,36.2139814,-83.29489219999999
Lower Burrell PA,40.5849232,-79.7209802
York WI,43.2290789,-89.0752499
Clark County WI,44.8480735,-90.7532809
Haughton LA,32.53265140000001,-93.50406269999999
Talihina OK,34.7514893,-95.04801619999999
Blackfoot ID,43.19047090000001,-112.3449773
Portsmouth VA,36.8354258,-76.2982742
Amite LA,30.7265747,-90.50898149999999
Carnesville GA,34.3698266,-83.23515499999999
Dearborn Heights MI,42.3369816,-83.27326269999999
Clinton MD,38.7651145,-76.8983059
Wales ME,44.1523636,-70.0608896
Quincy IL,39.9356016,-91.4098726
Richmond VA,37.5407246,-77.4360481
Lake Mary FL,28.7588833,-81.3178446
Martins Ferry OH,40.0959055,-80.724526
Norman OK,35.2225668,-97.4394777
Plymouth Township MI,42.3735328,-83.5090381
Laredo TX,27.5305671,-99.48032409999999
Gresham OR,45.5098388,-122.4347334
Sunridge NV,39.0861588,-119.7683484
Baxter KY,36.8598108,-83.330737
Joshua Tree CA,34.134728,-116.3130661
West Memphis AR,35.1464797,-90.1845388
Mathis TX,28.0944558,-97.82805429999999
Gurnee IL,42.3702996,-87.90201859999999
Fox Crossing WI,44.2306388,-88.4968049
Rio Bravo TX,27.3641887,-99.48004150000001
Citra FL,29.41191659999999,-82.10981559999999
Cleveland OH,41.49932,-81.6943605
Dumas TX,35.8653789,-101.9732236
Mountain Home ID,43.1329504,-115.6911975
Fort Morgan CO,40.2502582,-103.7999509
Silsbee TX,30.3490976,-94.17796240000001
San Diego CA,32.715738,-117.1610838
Grand Junction CO,39.0638705,-108.5506486
Everton MO,37.3425477,-93.702428
West Jordan UT,40.6096698,-111.9391031
Riverbank CA,37.7360396,-120.9354895
Cottonwood Heights UT,40.6183158,-111.8162931
Florida City FL,25.4478898,-80.47922369999999
Fullerton CA,33.8703645,-117.9242123
Thomasville NC,35.8826369,-80.0819879
Dundee FL,28.0225206,-81.6192432
Honolulu HI,21.3069444,-157.8583333
Torrance CA,33.8358492,-118.3406288
Chicago IL,41.8781136,-87.6297982
Chickasha OK,35.052565,-97.93643259999999
Mecca CA,33.571692,-116.0772244
Springfield MO,37.2089572,-93.29229889999999
Pearland TX,29.5635666,-95.2860474
Wilmington NC,34.2257255,-77.9447102
