Location ,Lat,Lon
Dallas OR,44.9192844,-123.3170472
Arlington TN,35.2961973,-89.661469
Everett WA,47.9789848,-122.2020795
Ridgefield WA,45.815695,-122.7028953
Granite Falls NC,35.7965205,-81.4306457
Hemet CA,33.7475203,-116.9719684
Pharr TX,26.1947962,-98.1836216
Brawley CA,32.9786566,-115.530267
Ponca City OK,36.706981,-97.0855948
Burns Flat OK,35.3489397,-99.1703617
Knox IN,41.2958751,-86.6250139
Saraland AL,30.820742,-88.07055559999999
Coalinga CA,36.139678,-120.3601496
Capitol Heights MD,38.8851122,-76.9158068
Palm Harbor FL,28.0780718,-82.7637127
El Monte CA,34.0686206,-118.0275667
Lake Wales FL,27.9014133,-81.58590989999999
Gadsden AL,34.014264,-86.0066386
Pico Rivera CA,33.9830688,-118.096735
King City OR,45.4026959,-122.8044946
Desha AR,33.8773585,-91.44346900000001
Middleburg FL,30.0688512,-81.8603778
Grass Valley CA,39.2190608,-121.0610606
Pearland TX,29.5635666,-95.2860474
North Riverside IL,41.8428094,-87.8231138
Campbellton TX,28.747482,-98.3025107
Spring Hill TN,35.751179,-86.9300023
Chestertown MD,39.21886629999999,-76.0690036
Pensacola FL,30.42130899999999,-87.2169149
Mankato MN,44.1635775,-93.99939959999999
Loxahatchee FL,26.771624,-80.238888
Huntingdon County PA,40.4155273,-78.0195387
Springfield OH,39.9242266,-83.8088171
Villa Park IL,41.8897519,-87.98895429999999
Springfield MO,37.2089572,-93.29229889999999
Woodstock GA,34.1014873,-84.5193754
Gilmer TX,32.7287472,-94.94243790000002
Pomona CA,34.055103,-117.7499909
Lancaster KY,37.6195246,-84.5779957
English IN,38.3345045,-86.4641498
Dinuba CA,36.5432837,-119.3870656
Monteagle TN,35.2400807,-85.83969789999999
Sharon PA,41.2331116,-80.4934035
Deerfield IL,42.1711365,-87.8445119
Princeton WV,37.3662293,-81.1025918
Fairland OK,36.7511833,-94.8474567
Elkridge MD,39.1978788,-76.7625073
Northglenn CO,39.8961821,-104.9811468
Independence MO,39.0911161,-94.41550679999999
Cumming GA,34.2073196,-84.14019259999999
Reagan TN,35.52174,-88.3425424
Austin MN,43.6666296,-92.97463669999999
Camden NJ,39.9259463,-75.1196199
Vineland MN,46.1635704,-93.7574724
Pearisburg VA,37.3265112,-80.7350711
Kahuku HI,21.6802778,-157.9511111
Tyrone GA,33.4712253,-84.5971524
Fulton KY,36.5042277,-88.8742259
