Location ,Lat,Lon
Chicago IL,41.8781136,-87.6297982
Geneva Township OH,41.8213181,-80.9650023
Lake Stevens WA,48.01509799999999,-122.0637425
Portland OR,45.5122308,-122.6587185
Crownpoint NM,35.6780769,-108.1511785
Vancouver WA,45.6355146,-122.55783
Nashville TN,36.1626638,-86.7816016
Vassalboro ME,44.45888069999999,-69.67776049999999
Bethany OK,35.5186678,-97.63226390000001
Greensboro NC,36.0726354,-79.7919754
Bridgeton NJ,39.427337,-75.2340768
Greenville SC,34.85261759999999,-82.3940104
Aiea HI,21.386338,-157.9255357
Louisville KY,38.2526647,-85.7584557
Terrell TX,32.7359626,-96.2752569
Durham NC,35.9940329,-78.898619
Santa Barbara CA,34.4208305,-119.6981901
Knoxville TN,35.9606384,-83.9207392
Golden Shores AZ,34.7862833,-114.4741201
Detroit MI,42.331427,-83.0457538
Columbus OH,39.9611755,-82.99879419999999
Vincennes IN,38.677269,-87.5286325
Shelbyville IN,39.5214373,-85.7769238
Cape Girardeau MO,37.3058839,-89.51814759999999
Newman CA,37.3138267,-121.0207614
Brooklyn NY,40.6781784,-73.9441579
San Antonio TX,29.4241219,-98.49362819999999
Gardena CA,33.8883487,-118.3089624
Douglas City CA,40.65180230000001,-122.9438195
Grand Prarie TX,32.7459645,-96.99778459999999
Tulsa OK,36.1539816,-95.99277500000001
Big Lake AK,61.5118164,-149.9663271
Oakland CA,37.8043637,-122.2711137
Portland ME,43.6590993,-70.2568189
Efland NC,36.0811881,-79.1690315
Kent OH,41.1536674,-81.3578859
New York NY,40.7127753,-74.0059728
Bull Shoals AR,36.383956,-92.58155269999999
Tucson AZ,32.2226066,-110.9747108
St. Joseph MO,39.7674578,-94.84668099999999
Brooksville FL,28.5552719,-82.3878709
Beaverton OR,45.4887993,-122.8013332
St. Louis MO,38.6270025,-90.19940419999999
Roy UT,41.1616108,-112.0263313
Ogden UT,41.223,-111.9738304
Colorado Springs CO,38.8338816,-104.8213634
Conroe TX,30.3118769,-95.45605119999999
Princeton WV,37.3662293,-81.1025918
Austin TX,30.267153,-97.7430608
Newton KS,38.0466779,-97.34503649999999
Fairfax OK,36.5736587,-96.7041988
Reno NV,39.5296329,-119.8138027
Washington DC,38.9071923,-77.0368707
Reading PA,40.3356483,-75.9268747
London KY,37.1289771,-84.08326459999999
Lake Jackson TX,29.0338575,-95.4343859
Rocklin CA,38.7907339,-121.2357828
Lumpkin GA,32.0509895,-84.7990901
Englewood FL,26.9620053,-82.3525952
Ripon CA,37.7394537,-121.1354141
Aragonite UT,40.7427465,-113.0051176
Floral City FL,28.7499876,-82.29675809999999
Shelby NC,35.2923513,-81.5356463
Corning WI,45.2618507,-89.9623372
Houston TX,29.7604267,-95.3698028
Orlando FL,28.5383355,-81.3792365
Houma LA,29.5957696,-90.71953479999999
Lufkin TX,31.3382406,-94.729097
Rib Mountain WI,44.9128789,-89.67536299999999
San Marcos CA,33.1433723,-117.1661449
Phoenix AZ,33.4483771,-112.0740373
Paterson NJ,40.9167654,-74.17181099999999
Englewood CO,39.6477653,-104.9877597
Lemoore CA,36.3007835,-119.7829107
Oklahoma City OK,35.4675602,-97.5164276
Fountain Inn SC,34.6890095,-82.19566789999999
Cabazon CA,33.9175154,-116.7872399
Medina OH,41.143245,-81.8552196
Ladera Heights CA,33.9871561,-118.3725116
Union Township PA,40.2501864,-79.9752212
Riverside CA,33.9806005,-117.3754942
Santa Clara CA,37.3541079,-121.9552356
Huntington Beach CA,33.6594835,-117.9988026
Escondido CA,33.1192068,-117.086421
Midlothian TX,32.482361,-96.9944489
East Baton Rouge LA,30.5693593,-91.09693999999999
Orange CA,33.7879139,-117.8531007
Bellingham WA,48.7519112,-122.4786854
Euclid OH,41.5931049,-81.5267873
Napa CA,38.2975381,-122.286865
Woodlawn MD,39.3228841,-76.72802770000001
Toms River NJ,39.9537358,-74.1979458
Fife WA,47.2392665,-122.3570664
Westminster CO,39.8366528,-105.0372046
Panama City Beach FL,30.1765914,-85.8054879
Hayward CA,37.6688205,-122.0807964
St. Paul MN,44.9537029,-93.0899578
Warren MI,42.5144566,-83.01465259999999
Milwaukee WI,43.0389025,-87.9064736
Fayetteville NC,35.0526641,-78.87835849999999
Deltona FL,28.9005446,-81.26367379999999
Alamo TN,35.7847949,-89.1172883
Presque Isle ME,46.68115299999999,-68.01586139999999
Lakeland TN,35.2306435,-89.7403606
Chico CA,39.7284944,-121.8374777
Wichita KS,37.68717609999999,-97.33005299999999
Boise ID,43.6150186,-116.2023137
Cedartown GA,34.0112715,-85.25658229999999
Affton MO,38.5506084,-90.3331719
Gifford FL,27.6753089,-80.40921809999999
Cape Canaveral FL,28.3922182,-80.60771319999999
Desert Hot Springs CA,33.961124,-116.5016784
Booneville KY,37.4761991,-83.6749145
Crowley LA,30.2140928,-92.3745761
Weston WI,44.89080209999999,-89.5476204
Sheridan AR,34.3070406,-92.4012654
Cottonwood CA,40.3857087,-122.2808355
Cisco TX,32.38818610000001,-98.97923360000001
Anderson CA,40.448208,-122.2977815
Delray Beach FL,26.4614625,-80.0728201
Little Rock AR,34.7464809,-92.28959479999999
Wasilla AK,61.5813889,-149.4394444
Lewisburg TN,35.4492404,-86.7888887
Columbus MS,33.4956744,-88.4272627
Montgomery Village MD,39.172728,-77.20360409999999
Lafayette IN,40.4167022,-86.87528689999999
Manistee MI,44.2444473,-86.324253
Chattanooga TN,35.0456297,-85.3096801
Stockton IL,42.3497355,-90.00679160000001
Byars OK,34.8742466,-97.0500217
New Castle DE,39.6620397,-75.5668166
Lawrenceburg KY,38.0372967,-84.8966171
Whitewright TX,33.5128856,-96.3924833
Cranbury Township NJ,40.3025907,-74.511172
Cantonment FL,30.6053644,-87.34464919999999
New Iberia LA,30.0035365,-91.81872849999999
Pendleton SC,34.6517733,-82.7837514
Goshen IN,41.5822716,-85.8344383
Westerville OH,40.1266689,-82.9318807
Bradenton FL,27.4989278,-82.5748194
Largo FL,27.9094665,-82.7873244
Newark NJ,40.735657,-74.1723667
Kyle SD,43.4249934,-102.1765463
Santa Paula CA,34.3541659,-119.0592705
Ontario CA,34.0633443,-117.6508876
Cleveland OH,41.49932,-81.6943605
Avondale AZ,33.4355977,-112.3496021
Udall KS,37.3875221,-97.11420629999999
Suffield CT,41.9915062,-72.7017741
Spanaway WA,47.103988,-122.4345661
Mandan ND,46.8266603,-100.8895761
West Memphis AR,35.1464797,-90.1845388
Newport Beach CA,33.6188829,-117.9298493
Colebrook Township OH,41.5357732,-80.76261520000001
Vadnais Heights MN,45.0574658,-93.0738305
Clarksville TN,36.5297706,-87.3594528
Brandywine WV,38.6248402,-79.2447608
Logan County OK,35.9404623,-97.5247243
Seattle WA,47.6062095,-122.3320708
Hardeeville SC,32.2871413,-81.08066649999999
Glendale AZ,33.5386523,-112.1859866
West Linn OR,45.3707677,-122.6228367
Yuba City CA,39.1404477,-121.6169108
Portage IN,41.5758707,-87.1761455
Hamilton OH,39.3995008,-84.5613355
Prescott AZ,34.5400242,-112.4685025
Killeen TX,31.1171194,-97.72779589999999
Stewartstown PA,39.7537146,-76.5913571
Wolf Creek OR,42.6953954,-123.3953424
Fort Worth TX,32.7554883,-97.3307658
Bellflower CA,33.8816818,-118.1170117
Lizella GA,32.8069216,-83.819985
Lewistown PA,40.5992395,-77.571382
Middletown DE,39.449556,-75.7163207
Rapid City SD,44.0805434,-103.2310149
San Mateo CA,37.5629917,-122.3255254
Balch Springs TX,32.7287413,-96.62277139999999
Papaaloa HI,19.9788889,-155.2211111
Newport News VA,37.0870821,-76.4730122
Eldorado NM,35.5264241,-105.9347424
Tom OK,33.7359468,-94.5729863
University City CA,32.8577324,-117.2054294
San Jose CA,37.3382082,-121.8863286
Grand Rapids MI,42.9633599,-85.6680863
Peachtree City GA,33.3968557,-84.59634319999999
San Francisco CA,37.7749295,-122.4194155
Katy TX,29.7857853,-95.8243956
San Diego CA,32.715738,-117.1610838
Las Vegas NV,36.1699412,-115.1398296
Phenix City AL,32.4709761,-85.0007653
Buffalo NY,42.88644679999999,-78.8783689
Rancho Cordova CA,38.5890723,-121.302728
Bridgeport CT,41.1792258,-73.1894384
Lexington SC,33.9815369,-81.2362107
Tiffin OH,41.1144992,-83.1779746
Brighton Township MI,42.5564732,-83.7411631
Barona Indian Reservation CA,32.9462585,-116.8615857
Philadelphia PA,39.9525839,-75.1652215
Billings MT,45.7832856,-108.5006904
Baldwin County AL,30.6010744,-87.77633329999999
Jupiter FL,26.9342246,-80.0942087
West Allis WI,43.0166806,-88.0070315
Columbia MO,38.9517053,-92.3340724
Kingman AZ,35.189443,-114.0530065
Pulaski VA,37.0478982,-80.7797935
Richmond VA,37.5407246,-77.4360481
Johnson City TN,36.3134397,-82.3534727
Long Beach CA,33.7700504,-118.1937395
Del Mar CA,32.9594891,-117.2653146
Wewoka OK,35.1586902,-96.49334569999999
Tempe AZ,33.4255104,-111.9400054
Tustin CA,33.7420005,-117.8236391
Three Forks MT,45.892428,-111.5521925
Arlington VA,38.8816208,-77.09098089999999
Lower Mount Bethel PA,40.8077475,-75.1662121
Belgrade ME,44.4466514,-69.8321003
Pleasanton CA,37.6624312,-121.8746789
Appleton WI,44.2619309,-88.41538469999999
Allentown PA,40.6022939,-75.4714098
Converse LA,31.7815585,-93.693794
Mountain Home ID,43.1329504,-115.6911975
Pahrump NV,36.2082943,-115.9839147
Canton OH,40.79894729999999,-81.378447
Fairbanks AK,64.8377778,-147.7163888
San Rafael NM,35.1125344,-107.8826751
Oneida TN,36.4981341,-84.51271620000001
Austell GA,33.8126059,-84.6343783
Miami FL,25.7616798,-80.1917902
Cary NC,35.79154,-78.7811169
Arundel ME,43.4243008,-70.5141622
Vacaville CA,38.3565773,-121.9877444
Gerrardstown WV,39.3703778,-78.09555630000001
Salt Lake City UT,40.7607793,-111.8910474
Hesperia CA,34.4263886,-117.3008784
Centennial CO,39.5807452,-104.8771726
Yulee FL,30.6319034,-81.6064866
Abbeville AL,31.5718352,-85.2504893
Petal MS,31.3465627,-89.2600605
Laredo TX,27.5305671,-99.48032409999999
Callahan FL,30.5621807,-81.8306621
Campo CA,32.60757950000001,-116.4697321
Bardstown KY,37.8092279,-85.46690249999999
Lakes Wales FL,27.9014133,-81.58590989999999
Gonzales County TX,29.4834878,-97.5247243
Orrington ME,44.7202096,-68.7904626
Dundalk MD,39.2506633,-76.5205184
Hudson NC,35.8484645,-81.4959267
Loveland CO,40.3977612,-105.0749801
Roland OK,35.4212021,-94.5146616
Lyons IL,41.8133651,-87.8181128
Auburn WA,47.30732279999999,-122.2284532
North English IA,41.5138978,-92.0762891
Abilene TX,32.4487364,-99.73314390000002
Selma CA,36.5707838,-119.6120765
Plano TX,33.0198431,-96.6988856
Trosper KY,36.7884194,-83.81908849999999
Cade LA,30.0887073,-91.90627630000002
Jerseyville IL,39.1200471,-90.3284479
Hampton NH,42.93759319999999,-70.83892190000002
Baton Rouge LA,30.4514677,-91.18714659999999
St Louis MO,38.6270025,-90.19940419999999
Burien WA,47.4668384,-122.3405305
Alexandria VA,38.8048355,-77.0469214
Somerville TN,35.2436969,-89.35007139999999
Newton NH,42.8695335,-71.0345018
Water Valley MS,34.1514989,-89.63147359999999
Rialto CA,34.1064001,-117.3703235
Madera CA,36.9613356,-120.0607176
Antioch CA,38.0049214,-121.805789
Montebello CA,34.0165053,-118.1137535
Waukesha WI,43.0116784,-88.2314813
South Gate CA,33.954737,-118.2120161
Franklin TN,35.9250637,-86.8688899
St. Clair Township OH,40.6844906,-80.5771737
Lehigh KS,38.3727872,-97.30308579999999
Nevada MO,37.83920519999999,-94.3546719
Millerton OK,33.9859409,-95.0135582
Palmdale CA,34.5794343,-118.1164613
Hollywood Hills CA,34.1176605,-118.3520389
Florence OR,43.9826214,-124.099841
Deer Park AL,31.2169307,-88.3145093
Kent WA,47.3809335,-122.2348432
North Charleston SC,32.8546197,-79.9748103
Rowe NM,35.4917053,-105.6752935
Amarillo TX,35.2219971,-101.8312969
Indianapolis IN,39.768403,-86.158068
Burbank CA,34.1808392,-118.3089661
Marietta GA,33.95260200000001,-84.5499327
Denver CO,39.7392358,-104.990251
Lawndale IL,40.2180969,-89.28259249999999
Fort Collins CO,40.5852602,-105.084423
Norfolk VA,36.8507689,-76.28587259999999
Spokane WA,47.6587802,-117.4260465
Fishers IN,39.9567548,-86.01335
Hillsboro OR,45.5200114,-122.9365835
Bonaire GA,32.5437575,-83.5960161
Pleasant View CO,37.5883253,-108.7654801
Federal Heights CO,39.8596261,-105.0158511
Albuquerque NM,35.0843859,-106.650422
Vandalia OH,39.8906122,-84.1988308
Centerville UT,40.9180005,-111.8721601
Belleville IL,38.5200504,-89.9839935
Richland WA,46.28042000000001,-119.2751996
Des Moines IA,41.6005448,-93.6091064
Maeystown IL,38.224776,-90.2334494
Sallisaw OK,35.4603711,-94.7874463
Vista CA,33.2000368,-117.2425355
Madison ME,44.7975466,-69.8797486
Plant City FL,28.0186323,-82.1128641
Mamou LA,30.6338092,-92.41929929999999
Huntsville AL,34.7303688,-86.5861037
Lacey WA,47.03426289999999,-122.8231915
Crescent City FL,29.4302514,-81.51062879999999
Newton Grove NC,35.2451648,-78.3541685
Uniontown OH,40.9750568,-81.40816730000002
Bainbridge Island WA,47.62487910000001,-122.5210007
Akron OH,41.0814447,-81.51900529999999
Mt Airy MD,39.3762145,-77.154704
North Branch MN,45.5102135,-92.99310539999999
Poplar Bluff MO,36.7569994,-90.392888
Leavenworth KS,39.3111112,-94.9224637
Golden Valley AZ,35.2233311,-114.2230108
Lake View SC,34.3457189,-79.16559459999999
Grover Beach CA,35.1216424,-120.6212821
Pima AZ,32.8961755,-109.8275815
Crystal Springs FL,28.1814008,-82.1575843
Goodyear AZ,33.4353394,-112.3576567
Minneapolis MN,44.977753,-93.2650108
Moreno Valley CA,33.9424658,-117.2296717
Culpeper VA,38.4729632,-77.9962512
Clay AL,33.7026013,-86.5997096
Springfield OR,44.0462362,-123.0220289
Eagar AZ,34.1111581,-109.291475
Fair Oaks CA,38.6446264,-121.2721718
Santa Fe NM,35.6869752,-105.937799
Saginaw MI,43.4194699,-83.9508068
Neosho MO,36.8689554,-94.36799599999999
Paulden AZ,34.8855756,-112.4682271
Mission TX,26.2159066,-98.32529319999999
Spencer MA,42.2439682,-71.9922867
Marion AR,35.2145336,-90.1964835
Vero Beach FL,27.6386434,-80.39727359999999
Dayton OH,39.7589478,-84.1916069
Homer LA,32.7918133,-93.055718
Grand Terrace CA,34.0339031,-117.3136544
Avenal CA,36.0041223,-120.1290272
Wenatchee WA,47.4234599,-120.3103494
Chowchilla CA,37.1229997,-120.2601754
Glenville NY,42.9292419,-74.0520717
Melba ID,43.3754405,-116.5290116
Norco CA,33.9311257,-117.548661
Oshkosh WI,44.0247062,-88.5426136
Los Banos CA,37.0582786,-120.8499151
Waco TX,31.549333,-97.1466695
Visalia CA,36.3302284,-119.2920585
Mt. Airy NC,36.4993007,-80.6072858
Coushatta LA,32.0148834,-93.34211649999999
Richmond CA,37.9357576,-122.3477486
Mannington WV,39.5309169,-80.343418
Lima OH,40.742551,-84.1052256
Surfside Beach SC,33.6060031,-78.97308869999999
Spanish Springs NV,39.649077,-119.7074096
Lauderdale County MS,32.4401578,-88.7108964
Marine City MI,42.7194778,-82.492132
Mead Township PA,41.8103795,-79.0419053
New Straitsville OH,39.577847,-82.2376489
Santa Rosa CA,38.440429,-122.7140548
Bon Aqua TN,35.9533956,-87.3275828
North Bergen NJ,40.8042674,-74.012084
Blue Summit MO,39.0886727,-94.4812434
Junction City KS,39.0286093,-96.83139779999999
Dalton IL,41.6389236,-87.60726799999999
Dyer IN,41.4942021,-87.52170679999999
Channelview TX,29.7760599,-95.11465330000001
Frederickstown WA,-27.6728168,121.6283098
Habersham GA,34.6478893,-83.54965659999999
La Crosse WI,43.8137751,-91.25190169999999
Cosby TN,35.8154772,-83.2477597
Kennewick WA,46.2086683,-119.119948
Thomasville GA,30.8365815,-83.9787808
Livermore CA,37.6818745,-121.7680088
Crenshaw County AL,31.6671872,-86.3376761
Bloomfield NJ,40.8067546,-74.1854209
Fairchance PA,39.8247986,-79.7544923
Homewood AL,33.4717732,-86.80082279999999
Yellville AR,36.2261815,-92.6848876
Brick NJ,40.0578384,-74.1371832
Morganton NC,35.7454071,-81.6848188
Colorado City CO,37.9452861,-104.8352628
Franklin WI,42.888627,-88.03841949999999
Steubenville OH,40.3697905,-80.63396379999999
Pardeeville WI,43.5377608,-89.30011739999999
Orcutt CA,34.8652574,-120.4359966
Durham CA,39.6462733,-121.7999767
Olathe KS,38.8813958,-94.81912849999999
Waterford Township MI,42.6907443,-83.4066132
Lemon Grove CA,32.7425516,-117.0314172
Orange NJ,40.7706187,-74.2326478
Sunrise FL,26.1669711,-80.25659499999999
Woodville GA,33.6715142,-83.1059865
Pine Bluff AR,34.2284312,-92.00319549999999
Farmington NM,36.72805830000001,-108.2186856
Kettering OH,39.68950359999999,-84.1688274
Sharpsburg KY,38.2020214,-83.92936809999999
New Milford CT,41.5770433,-73.4085463
Evansville IN,37.9715592,-87.5710898
Jacksonville AL,33.8137125,-85.76135359999999
Lincoln Parish LA,32.598888,-92.6983868
Watagua TX,32.8579056,-97.25473710000001
Sacramento CA,38.5815719,-121.4943996
Fort Myers FL,26.640628,-81.8723084
Poultney VT,43.5170325,-73.2362261
Mount Hope WI,42.9672091,-90.8590158
Pittsfield MA,42.4500845,-73.2453824
Beaumont CA,33.9294606,-116.977248
Longview WA,46.1381676,-122.9381672
Myrtle Beach SC,33.6890603,-78.8866943
Columbus GA,32.4609764,-84.9877094
Toledo OH,41.6528052,-83.5378674
Spring TX,30.0799405,-95.41716009999999
Hohenwald TN,35.5478513,-87.5519628
Kendale Lakes FL,25.7081577,-80.4069986
Monett MO,36.9289502,-93.92770709999999
Arcata CA,40.8665166,-124.0828396
Youngtown AZ,33.5939281,-112.3029362
Huntersville NC,35.410694,-80.84285040000002
Tacoma WA,47.2528768,-122.4442906
Great Falls MT,47.5052849,-111.3007715
Hixson TN,35.137265,-85.2368219
Bassett CA,34.0541034,-117.9893301
Quartzsite AZ,33.6639137,-114.2299486
Frametown WV,38.6378762,-80.8584357
Haymarket VA,38.8120591,-77.6363806
Hallandale Beach FL,25.9812024,-80.14837899999999
Oak Harbor WA,48.28829469999999,-122.6484205
West Milford WV,39.2009242,-80.40425789999999
Piedmont AL,33.9245454,-85.6113501
Monroe NC,34.9854275,-80.5495112
Independence VA,36.6223478,-81.15092299999999
Bernice LA,32.8220876,-92.6579295
La Porte TX,29.6657838,-95.0193728
Chula Vista CA,32.6400541,-117.0841955
Peoria IL,40.6936488,-89.5889864
Boswell OK,34.0273209,-95.8691422
Rockwall TX,32.93123360000001,-96.4597089
Oceanside CA,33.1958696,-117.3794834
Mesa AZ,33.4151843,-111.8314724
Hattiesburg MS,31.3271189,-89.29033919999999
New Castle IN,39.928935,-85.3702476
Palmetto FL,27.5214269,-82.57231929999999
Fairview TN,35.9820074,-87.12139529999999
Eugene OR,44.0520691,-123.0867536
Coolin ID,48.479643,-116.8494591
Emeryville CA,37.831316,-122.2852473
Spring Hill FL,28.4831682,-82.5369872
Griffin GA,33.2467807,-84.2640904
Topeka KS,39.0473451,-95.67515759999999
Columbua IN,39.2014404,-85.9213796
Palatka FL,29.6485801,-81.6375819
Hialeah FL,25.8575963,-80.2781057
West Burlington IA,40.8250386,-91.15653569999999
Canton Township PA,40.218128,-80.3101684
Seward AK,60.10416669999999,-149.4422222
North Fort Collins CO,40.5852602,-105.084423
Parkton NC,34.9026635,-79.0116971
West Ouachita LA,32.4277993,-92.3368009
Jefferson City MO,38.57670170000001,-92.1735164
Canandaigua NY,42.887535,-77.2816984
Thomas County GA,30.8417409,-83.8473015
Hiram GA,33.8756601,-84.7621592
Finney County KS,38.0625252,-100.8903099
Leeds AL,33.5481597,-86.54442879999999
Brownsville TX,25.9017472,-97.4974838
Duarte CA,34.1394513,-117.9772873
Golden CO,39.755543,-105.2210997
Perryopolis PA,40.0870182,-79.750597
Charleston WV,38.3498195,-81.6326234
Abingdon VA,36.70983349999999,-81.9773482
San Fernando CA,34.2819461,-118.4389719
Pinetop-Lakeside AZ,34.1425438,-109.9603843
Rochester WA,46.8280636,-123.0755296
Biloxi MS,30.3960318,-88.88530779999999
Marana AZ,32.436381,-111.2224422
Valdez CO,37.122222,-104.701389
Flagstaff AZ,35.1982836,-111.651302
Wayne County KY,36.7571907,-84.8567932
Charlottesville VA,38.0293059,-78.47667810000002
Torrance CA,33.8358492,-118.3406288
Olivehurst CA,39.0954484,-121.5521858
Simpsonville SC,34.7370639,-82.25428339999999
Kingwood TX,30.0575359,-95.19029859999999
Picture Rocks AZ,32.3459069,-111.2462146
Atwater CA,37.3477174,-120.609084
Hampton VA,37.0298687,-76.34522179999999
Clearwater FL,27.9658533,-82.8001026
Kings Mountain NC,35.2451342,-81.34119419999999
Birmingham AL,33.5206608,-86.80248999999999
Corpus Christi TX,27.8005828,-97.39638099999999
Moraine OH,39.7061702,-84.2193849
Fort Smith OK,35.3859242,-94.39854749999999
Cloverdale CA,38.8054624,-123.0172227
Girard OH,41.1539465,-80.7014662
Ceres CA,37.5949316,-120.9577098
Sparks NV,39.5349112,-119.7526886
Crandon WI,45.5719072,-88.9028922
Lodi CA,38.1341477,-121.2722194
Shelbyville KY,38.2120144,-85.2235666
Standing Rock Reservation ND,45.7502748,-101.2004153
Plymouth Township PA,40.1082672,-75.30623260000002
Norwich CT,41.5242649,-72.07591049999999
St. Petersburg FL,27.7676008,-82.64029149999999
Erie PA,42.12922409999999,-80.085059
Horseheads NY,42.167019,-76.8205119
Fairhope AL,30.5229719,-87.9033261
Indiantown FL,27.0272756,-80.4856083
Greeley CO,40.4233142,-104.7091322
Black River Falls WI,44.2946833,-90.8515311
Polk County OR,44.9266528,-123.4919256
Tate County MS,34.6413971,-89.9626799
King of Prussia PA,40.1012856,-75.3835525
Federal Way WA,47.3223221,-122.3126222
Sunnyvale CA,37.36883,-122.0363496
Livingston TN,36.3833961,-85.3230221
Anniston AL,33.6598257,-85.8316318
Pippa Passes KY,37.334822,-82.8740498
Lakeland FL,28.0394654,-81.9498042
Inkster MI,42.2942045,-83.30993029999999
Port Orange FL,29.1383165,-80.9956105
El Paso TX,31.7618778,-106.4850217
Batesville AR,35.769799,-91.6409721
Ohatchee AL,33.7834324,-86.0024703
Clarksville AR,35.4714724,-93.46657309999999
Parker CO,39.5186002,-104.7613633
Owen County IN,39.3603429,-86.8220341
Meridian MS,32.3643098,-88.703656
Rudioso NM,33.3672525,-105.6588485
Rockford IL,42.2711311,-89.0939952
Lynchburg VA,37.4137536,-79.14224639999999
Barstow CA,34.8957957,-117.0172826
Forest Park GA,33.6220542,-84.36909179999999
Clinton TN,36.1034126,-84.1318632
Roanoke VA,37.2709704,-79.9414266
Odanah WI,46.6082759,-90.696851
Salisbury NC,35.6709727,-80.4742261
Providence RI,41.8239891,-71.4128343
Neshoba County MS,32.8057157,-89.1705998
Flatwoods KY,38.5225804,-82.71710809999999
Gibson LA,29.68687559999999,-90.990653
Crystal MN,45.0327425,-93.3602286
Hinds County MS,32.2648353,-90.37483540000001
Dakota City IA,42.7221935,-94.1971836
St. Tammany Parish LA,30.4357418,-89.9253233
Fall River MA,41.7014912,-71.1550451
Tremont NY,40.8447416,-73.8933596
Rancho Tehama Reserve CA,40.0006884,-122.4580469
Stockton CA,37.9577016,-121.2907796
Anchorage AK,61.2180556,-149.9002778
Van Nuys CA,34.1898566,-118.451357
Jackson MS,32.2987573,-90.1848103
Elmira NY,42.0897965,-76.8077338
Cedar Lake TX,28.9010869,-95.6368955
West Monroe LA,32.5184775,-92.14763529999999
Fairfax VA,38.84622359999999,-77.30637329999999
Prichard AL,30.74515449999999,-88.0896618
Warren County KY,36.9886043,-86.49965460000001
Lompoc CA,34.6391501,-120.4579409
Greenville County SC,34.9297484,-82.34518899999999
Davenport IA,41.5236437,-90.5776367
Gulfport MS,30.3674198,-89.0928155
Klamath Falls OR,42.224867,-121.7816704
Lebanon MO,37.6805967,-92.6637865
Pell City AL,33.5862149,-86.2860888
Holland Township MI,42.8128096,-86.08838949999999
Wimberley TX,29.9974362,-98.0986204
Yuma AZ,32.6926512,-114.6276916
Penasco NM,36.1704802,-105.6874664
Covina CA,34.0900091,-117.8903397
Yakima WA,46.6020711,-120.5058987
Eaton County MI,42.5886496,-84.7733325
Hillyard WA,47.7007255,-117.3663252
Three Points AZ,32.076745,-111.3137147
